tx	gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBtr0084799	FBgn0029157	4454.636	4567.99	4488.663	4567.718
FBtr0301612	FBgn0029157	3860.636	3973.99	3894.663	3973.718
FBtr0084800	FBgn0029157	3928.636	4041.99	3962.663	4041.718
FBtr0301613	FBgn0029157	4093.636	4206.99	4127.663	4206.718
FBtr0084750	FBgn0039254	910.636	1023.99	944.663	1023.718
FBtr0084749	FBgn0039254	961.636	1074.99	995.663	1074.718
FBtr0337012	FBgn0039254	888.636	1001.99	922.663	1001.718
FBtr0084751	FBgn0039255	1258.636	1371.99	1292.663	1371.718
FBtr0305668	FBgn0039257	9954.636	10067.99	9988.663	10067.718
FBtr0305667	FBgn0039257	10048.636	10161.99	10082.663	10161.718
FBtr0084755	FBgn0039258	773.636	886.99	807.663	886.718
FBtr0084797	FBgn0039259	183.78	282.462	201.459	283.533
FBtr0084756	FBgn0015240	2508.636	2621.99	2542.663	2621.718
FBtr0084796	FBgn0039260	2984.636	3097.99	3018.663	3097.718
FBtr0084794	FBgn0039261	2639.636	2752.99	2673.663	2752.718
FBtr0113281	FBgn0039261	2290.636	2403.99	2324.663	2403.718
FBtr0084795	FBgn0039261	2506.636	2619.99	2540.663	2619.718
FBtr0334507	FBgn0039261	2536.636	2649.99	2570.663	2649.718
FBtr0290053	FBgn0051115	655.665	768.997	689.671	768.75
FBtr0084758	FBgn0045866	481.789	595.195	515.7	594.836
FBtr0299660	FBgn0259178	1371.636	1484.99	1405.663	1484.718
FBtr0299662	FBgn0259178	2311.636	2424.99	2345.663	2424.718
FBtr0299661	FBgn0259178	2538.636	2651.99	2572.663	2651.718
FBtr0113282	FBgn0039264	442.875	556.303	476.701	556.056
FBtr0334503	FBgn0039265	714.636	827.99	748.663	827.718
FBtr0084760	FBgn0039265	684.636	797.99	718.663	797.718
FBtr0084761	FBgn0039265	790.636	903.99	824.663	903.718
FBtr0084762	FBgn0039266	973.636	1086.99	1007.663	1086.718
FBtr0334504	FBgn0039266	1395.636	1508.99	1429.663	1508.718
FBtr0113283	FBgn0039266	1017.636	1130.99	1051.663	1130.718
FBtr0084763	FBgn0039266	1580.636	1693.99	1614.663	1693.718
FBtr0334506	FBgn0051109	652.666	765.997	686.671	765.75
FBtr0084791	FBgn0051109	544.715	658.031	578.696	657.772
FBtr0084790	FBgn0051111	626.688	740.001	660.671	739.75
FBtr0334505	FBgn0266719	3345.636	3458.99	3379.663	3458.718
FBtr0303025	FBgn0266719	3296.636	3409.99	3330.663	3409.718
FBtr0303026	FBgn0266719	3329.636	3442.99	3363.663	3442.718
FBtr0084787	FBgn0039269	568.692	682.022	602.696	681.769
FBtr0301664	FBgn0039269	721.636	834.99	755.663	834.718
FBtr0084765	FBgn0039270	542.72	656.031	576.696	655.772
FBtr0084786	FBgn0011336	2377.636	2490.99	2411.663	2490.718
FBtr0304718	FBgn0039271	510.758	624.138	544.696	623.807
FBtr0302404	FBgn0039272	750.636	863.99	784.663	863.718
FBtr0302405	FBgn0039272	776.636	889.99	810.663	889.718
FBtr0309271	FBgn0039272	775.636	888.99	809.663	888.718
FBtr0113284	FBgn0039272	801.636	914.99	835.663	914.718
FBtr0302406	FBgn0039272	775.636	888.99	809.663	888.718
FBtr0084768	FBgn0039272	827.636	940.99	861.663	940.718
FBtr0084767	FBgn0039272	1014.636	1127.99	1048.663	1127.718
FBtr0113285	FBgn0039273	1170.636	1283.99	1204.663	1283.718
FBtr0084769	FBgn0039274	686.636	799.99	720.663	799.718
FBtr0339246	FBgn0004897	1869.636	1982.99	1903.663	1982.718
FBtr0084770	FBgn0004897	1376.636	1489.99	1410.663	1489.718
FBtr0084771	FBgn0004898	762.636	875.99	796.663	875.718
FBtr0114464	FBgn0053096	1259.636	1372.99	1293.663	1372.718
FBtr0301975	FBgn0053096	1229.636	1342.99	1263.663	1342.718
FBtr0301976	FBgn0053096	1375.636	1488.99	1409.663	1488.718
FBtr0084774	FBgn0053095	3139.636	3252.99	3173.663	3252.718
FBtr0344621	FBgn0053096	3139.636	3252.99	3173.663	3252.718
FBtr0344622	FBgn0053096	3255.636	3368.99	3289.663	3368.718
FBtr0100204	FBgn0053095	3255.636	3368.99	3289.663	3368.718
FBtr0344623	FBgn0266534	739.636	852.99	773.663	852.718
FBtr0100082	FBgn0054027	4234.636	4347.99	4268.663	4347.718
FBtr0113286	FBgn0039277	2354.636	2467.99	2388.663	2467.718
FBtr0084802	FBgn0051108	3137.636	3250.99	3171.663	3250.718
FBtr0339247	FBgn0051108	2947.636	3060.99	2981.663	3060.718
FBtr0084783	FBgn0051510	3963.636	4076.99	3997.663	4076.718
FBtr0084775	FBgn0046214	1174.636	1287.99	1208.663	1287.718
FBtr0084777	FBgn0046214	1223.636	1336.99	1257.663	1336.718
FBtr0113354	FBgn0046214	1227.636	1340.99	1261.663	1340.718
FBtr0084776	FBgn0046214	1375.636	1488.99	1409.663	1488.718
FBtr0300637	FBgn0260229	1094.636	1207.99	1128.663	1207.718
FBtr0084782	FBgn0039280	1094.636	1207.99	1128.663	1207.718
FBtr0301278	FBgn0259152	2932.636	3045.99	2966.663	3045.718
FBtr0301277	FBgn0259152	2944.636	3057.99	2978.663	3057.718
FBtr0302169	FBgn0039282	3424.636	3537.99	3458.663	3537.718
FBtr0302171	FBgn0039282	3455.636	3568.99	3489.663	3568.718
FBtr0302168	FBgn0039282	3435.636	3548.99	3469.663	3548.718
FBtr0302170	FBgn0039282	3519.636	3632.99	3553.663	3632.718
FBtr0301670	FBgn0039282	3532.636	3645.99	3566.663	3645.718
FBtr0302172	FBgn0039282	3575.636	3688.99	3609.663	3688.718
FBtr0345299	FBgn0039282	3828.636	3941.99	3862.663	3941.718
FBtr0347331	FBgn0267767	88.909	116.462	81.58	117.908
FBtr0084780	FBgn0039283	1506.636	1619.99	1540.663	1619.718
FBtr0110797	FBgn0083946	2533.636	2646.99	2567.663	2646.718
FBtr0330289	FBgn0039286	3642.636	3755.99	3676.663	3755.718
FBtr0330288	FBgn0039286	3014.636	3127.99	3048.663	3127.718
FBtr0084803	FBgn0039286	3014.636	3127.99	3048.663	3127.718
FBtr0084804	FBgn0039288	611.688	725.001	645.671	724.75
FBtr0084874	FBgn0022800	2613.636	2726.99	2647.663	2726.718
FBtr0084805	FBgn0039290	3443.636	3556.99	3477.663	3556.718
FBtr0339257	FBgn0039290	3279.636	3392.99	3313.663	3392.718
FBtr0339256	FBgn0039290	3371.636	3484.99	3405.663	3484.718
FBtr0084873	FBgn0039291	476.798	590.197	510.7	589.836
FBtr0301022	FBgn0051106	1350.636	1463.99	1384.663	1463.718
FBtr0113389	FBgn0051103	1295.636	1408.99	1329.663	1408.718
FBtr0084808	FBgn0039293	2037.636	2150.99	2071.663	2150.718
FBtr0301090	FBgn0039294	2690.636	2803.99	2724.663	2803.718
FBtr0302299	FBgn0039294	2665.636	2778.99	2699.663	2778.718
FBtr0339260	FBgn0039294	2677.636	2790.99	2711.663	2790.718
FBtr0084870	FBgn0039296	1505.636	1618.99	1539.663	1618.718
FBtr0084809	FBgn0039297	719.636	832.99	753.663	832.718
FBtr0084810	FBgn0039298	712.636	825.99	746.663	825.718
FBtr0339258	FBgn0039298	927.636	1040.99	961.663	1040.718
FBtr0339259	FBgn0039299	713.636	826.99	747.663	826.718
FBtr0084869	FBgn0000158	1568.636	1681.99	1602.663	1681.718
FBtr0304693	FBgn0039300	363.003	475.665	395.727	475.629
FBtr0084868	FBgn0039300	404.255	517.459	437.708	517.31
FBtr0332158	FBgn0039301	813.636	926.99	847.663	926.718
FBtr0084812	FBgn0039301	781.636	894.99	815.663	894.718
FBtr0084813	FBgn0039302	8158.636	8271.99	8192.663	8271.718
FBtr0304692	FBgn0039302	8227.636	8340.99	8261.663	8340.718
FBtr0084814	FBgn0039303	1475.636	1588.99	1509.663	1588.718
FBtr0084867	FBgn0039304	1076.636	1189.99	1110.663	1189.718
FBtr0347332	FBgn0267768	162.334	250.641	171.751	251.822
FBtr0084815	FBgn0039305	186.745	286.232	205.125	287.286
FBtr0084866	FBgn0027090	2129.636	2242.99	2163.663	2242.718
FBtr0084816	FBgn0039306	1425.636	1538.99	1459.663	1538.718
FBtr0345242	FBgn0266741	1034.636	1147.99	1068.663	1147.718
FBtr0306845	FBgn0263002	116.211	165.891	107.686	167.703
FBtr0084817	FBgn0039307	922.636	1035.99	956.663	1035.718
FBtr0344492	FBgn0039308	991.636	1104.99	1025.663	1104.718
FBtr0100614	FBgn0039308	2618.636	2731.99	2652.663	2731.718
FBtr0300131	FBgn0039309	2596.636	2709.99	2630.663	2709.718
FBtr0300132	FBgn0039309	1011.636	1124.99	1045.663	1124.718
FBtr0084821	FBgn0039310	1019.636	1132.99	1053.663	1132.718
FBtr0114505	FBgn0039311	1032.636	1145.99	1066.663	1145.718
FBtr0084864	FBgn0039312	1032.636	1145.99	1066.663	1145.718
FBtr0089645	FBgn0039313	1254.636	1367.99	1288.663	1367.718
FBtr0089644	FBgn0039313	1184.636	1297.99	1218.663	1297.718
FBtr0084824	FBgn0051300	1148.636	1261.99	1182.663	1261.718
FBtr0084825	FBgn0051104	1056.636	1169.99	1090.663	1169.718
FBtr0273361	FBgn0039315	1008.636	1121.99	1042.663	1121.718
FBtr0084827	FBgn0039316	1089.636	1202.99	1123.663	1202.718
FBtr0084863	FBgn0051098	1161.636	1274.99	1195.663	1274.718
FBtr0084862	FBgn0051102	1418.636	1531.99	1452.663	1531.718
FBtr0335234	FBgn0051102	1430.636	1543.99	1464.663	1543.718
FBtr0290052	FBgn0051097	1151.636	1264.99	1185.663	1264.718
FBtr0084860	FBgn0051288	1051.636	1164.99	1085.663	1164.718
FBtr0084828	FBgn0039319	975.636	1088.99	1009.663	1088.718
FBtr0290055	FBgn0051370	1082.636	1195.99	1116.663	1195.718
FBtr0084830	FBgn0051436	1076.636	1189.99	1110.663	1189.718
FBtr0084857	FBgn0039321	1138.636	1251.99	1172.663	1251.718
FBtr0084858	FBgn0039321	1268.636	1381.99	1302.663	1381.718
FBtr0305953	FBgn0039321	1134.636	1247.99	1168.663	1247.718
FBtr0084856	FBgn0051099	1075.636	1188.99	1109.663	1188.718
FBtr0084855	FBgn0051087	1119.636	1232.99	1153.663	1232.718
FBtr0335233	FBgn0051087	1132.636	1245.99	1166.663	1245.718
FBtr0289942	FBgn0039323	1109.636	1222.99	1143.663	1222.718
FBtr0084853	FBgn0039324	1116.636	1229.99	1150.663	1229.718
FBtr0084852	FBgn0039325	1041.636	1154.99	1075.663	1154.718
FBtr0084851	FBgn0039326	1201.636	1314.99	1235.663	1314.718
FBtr0113352	FBgn0045761	1137.636	1250.99	1171.663	1250.718
FBtr0084849	FBgn0039328	1124.636	1237.99	1158.663	1237.718
FBtr0300687	FBgn0039329	2984.636	3097.99	3018.663	3097.718
FBtr0084848	FBgn0039329	2682.636	2795.99	2716.663	2795.718
FBtr0300735	FBgn0028647	4275.636	4388.99	4309.663	4388.718
FBtr0084832	FBgn0027376	3962.636	4075.99	3996.663	4075.718
FBtr0084847	FBgn0261575	1778.636	1891.99	1812.663	1891.718
FBtr0089982	FBgn0004509	3889.636	4002.99	3923.663	4002.718
FBtr0336806	FBgn0004509	5020.636	5133.99	5054.663	5133.718
FBtr0336805	FBgn0004509	5899.636	6012.99	5933.663	6012.718
FBtr0089987	FBgn0004509	3642.636	3755.99	3676.663	3755.718
FBtr0089985	FBgn0004509	3521.636	3634.99	3555.663	3634.718
FBtr0089984	FBgn0004509	3586.636	3699.99	3620.663	3699.718
FBtr0089983	FBgn0004509	4717.636	4830.99	4751.663	4830.718
FBtr0336804	FBgn0004509	3409.636	3522.99	3443.663	3522.718
FBtr0273265	FBgn0039331	1374.636	1487.99	1408.663	1487.718
FBtr0084846	FBgn0039332	1391.636	1504.99	1425.663	1504.718
FBtr0084834	FBgn0051437	526.731	640.076	560.696	639.797
FBtr0310618	FBgn0004509	1496.636	1609.99	1530.663	1609.718
FBtr0084845	FBgn0051439	2470.636	2583.99	2504.663	2583.718
FBtr0084835	FBgn0039335	1765.636	1878.99	1799.663	1878.718
FBtr0084839	FBgn0039336	954.636	1067.99	988.663	1067.718
FBtr0084836	FBgn0039337	418.093	531.392	451.705	531.167
FBtr0344719	FBgn0039338	4231.636	4344.99	4265.663	4344.718
FBtr0084838	FBgn0039338	4231.636	4344.99	4265.663	4344.718
FBtr0344718	FBgn0039338	4167.636	4280.99	4201.663	4280.718
FBtr0084837	FBgn0039338	4167.636	4280.99	4201.663	4280.718
FBtr0300440	FBgn0259991	1832.636	1945.99	1866.663	1945.718
FBtr0343172	FBgn0039339	1832.636	1945.99	1866.663	1945.718
FBtr0084877	FBgn0039339	2054.636	2167.99	2088.663	2167.718
FBtr0330374	FBgn0040212	3115.636	3228.99	3149.663	3228.718
FBtr0330375	FBgn0040212	3190.636	3303.99	3224.663	3303.718
FBtr0084897	FBgn0040212	3190.636	3303.99	3224.663	3303.718
FBtr0336803	FBgn0265068	1652.636	1765.99	1686.663	1765.718
FBtr0084878	FBgn0039341	1477.636	1590.99	1511.663	1590.718
FBtr0336802	FBgn0053494	523.741	637.077	557.696	636.799
FBtr0089607	FBgn0053494	426.006	539.373	459.701	539.138
FBtr0343920	FBgn0266253	109.114	153.231	100.205	155.168
FBtr0345279	FBgn0266253	110.445	155.667	101.609	157.648
FBtr0309191	FBgn0263410	358.1	470.73	390.73	470.669
FBtr0309190	FBgn0263411	112.47	159.073	103.611	160.961
FBtr0346368	FBgn0267211	775.636	888.99	809.663	888.718
FBtr0084879	FBgn0039342	357.121	469.739	389.73	469.674
FBtr0084880	FBgn0039343	1679.636	1792.99	1713.663	1792.718
FBtr0305219	FBgn0011666	2475.636	2588.99	2509.663	2588.718
FBtr0305218	FBgn0011666	2562.636	2675.99	2596.663	2675.718
FBtr0333663	FBgn0011666	2514.636	2627.99	2548.663	2627.718
FBtr0333664	FBgn0011666	9849.636	9962.99	9883.663	9962.718
FBtr0084881	FBgn0011666	2480.636	2593.99	2514.663	2593.718
FBtr0347333	FBgn0267769	310.477	422.308	341.862	422.376
FBtr0333665	FBgn0011666	2350.636	2463.99	2384.663	2463.718
FBtr0084896	FBgn0039344	1432.636	1545.99	1466.663	1545.718
FBtr0346981	FBgn0267570	2412.636	2525.99	2446.663	2525.718
FBtr0304485	FBgn0262319	3.968	3.781	4.236	3.635
FBtr0304486	FBgn0262319	21	21	21	21
FBtr0084894	FBgn0261287	944.636	1057.99	978.663	1057.718
FBtr0344092	FBgn0261287	740.636	853.99	774.663	853.718
FBtr0344091	FBgn0261287	921.636	1034.99	955.663	1034.718
FBtr0084895	FBgn0261287	516.747	630.098	550.696	629.8
FBtr0084882	FBgn0011666	3658.636	3771.99	3692.663	3771.718
FBtr0084892	FBgn0039348	1882.636	1995.99	1916.663	1995.718
FBtr0084893	FBgn0039348	2036.636	2149.99	2070.663	2149.718
FBtr0300730	FBgn0039348	1842.636	1955.99	1876.663	1955.718
FBtr0084883	FBgn0039346	460.822	574.222	494.7	573.871
FBtr0304805	FBgn0039347	1873.636	1986.99	1907.663	1986.718
FBtr0084885	FBgn0039347	1876.636	1989.99	1910.663	1989.718
FBtr0084884	FBgn0039347	1940.636	2053.99	1974.663	2053.718
FBtr0300728	FBgn0039349	1521.636	1634.99	1555.663	1634.718
FBtr0100570	FBgn0039349	1532.636	1645.99	1566.663	1645.718
FBtr0100571	FBgn0039349	1539.636	1652.99	1573.663	1652.718
FBtr0084891	FBgn0039349	1550.636	1663.99	1584.663	1663.718
FBtr0100569	FBgn0039349	1535.636	1648.99	1569.663	1648.718
FBtr0084888	FBgn0039350	1247.636	1360.99	1281.663	1360.718
FBtr0084886	FBgn0039350	1510.636	1623.99	1544.663	1623.718
FBtr0084887	FBgn0039350	1967.636	2080.99	2001.663	2080.718
FBtr0113287	FBgn0039350	1456.636	1569.99	1490.663	1569.718
FBtr0084889	FBgn0039350	1441.636	1554.99	1475.663	1554.718
FBtr0304335	FBgn0262411	12.188	4.853	15.088	4.828
FBtr0304336	FBgn0262411	22	22	22	22
FBtr0113288	FBgn0039350	1309.636	1422.99	1343.663	1422.718
FBtr0336450	FBgn0039350	1281.636	1394.99	1315.663	1394.718
FBtr0346991	FBgn0267577	660.665	773.997	694.671	773.75
FBtr0304252	FBgn0262388	3.968	3.781	4.236	3.635
FBtr0304253	FBgn0262388	22	22	22	22
FBtr0330383	FBgn0027508	5160.636	5273.99	5194.663	5273.718
FBtr0084890	FBgn0027508	5160.636	5273.99	5194.663	5273.718
FBtr0347334	FBgn0267770	556.701	670.028	590.696	669.769
FBtr0345235	FBgn0266735	626.688	740.001	660.671	739.75
FBtr0084898	FBgn0261986	3103.636	3216.99	3137.663	3216.718
FBtr0084899	FBgn0039354	2679.636	2792.99	2713.663	2792.718
FBtr0345328	FBgn0266752	617.688	731.001	651.671	730.75
FBtr0331364	FBgn0039355	1176.636	1289.99	1210.663	1289.718
FBtr0331363	FBgn0039355	1071.636	1184.99	1105.663	1184.718
FBtr0084934	FBgn0039355	1166.636	1279.99	1200.663	1279.718
FBtr0084900	FBgn0039356	394.361	507.482	427.709	507.396
FBtr0084933	FBgn0039357	756.636	869.99	790.663	869.718
FBtr0113291	FBgn0039358	1416.636	1529.99	1450.663	1529.718
FBtr0084901	FBgn0039358	1081.636	1194.99	1115.663	1194.718
FBtr0113289	FBgn0039358	1608.636	1721.99	1642.663	1721.718
FBtr0113290	FBgn0039358	1282.636	1395.99	1316.663	1395.718
FBtr0331362	FBgn0039359	661.662	774.997	695.671	774.75
FBtr0331361	FBgn0039359	228.59	335.1	253.712	335.886
FBtr0331360	FBgn0039359	281.93	392.824	311.966	393.068
FBtr0084932	FBgn0039359	222.482	328.338	246.906	329.212
FBtr0084931	FBgn0039360	1047.636	1160.99	1081.663	1160.718
FBtr0084930	FBgn0039360	1011.636	1124.99	1045.663	1124.718
FBtr0331359	FBgn0039360	963.636	1076.99	997.663	1076.718
FBtr0084929	FBgn0039360	1111.636	1224.99	1145.663	1224.718
FBtr0113387	FBgn0051092	3819.636	3932.99	3853.663	3932.718
FBtr0113385	FBgn0051092	2308.636	2421.99	2342.663	2421.718
FBtr0113384	FBgn0051092	4255.636	4368.99	4289.663	4368.718
FBtr0336451	FBgn0051092	3071.636	3184.99	3105.663	3184.718
FBtr0336452	FBgn0051092	3518.636	3631.99	3552.663	3631.718
FBtr0084928	FBgn0051092	3150.636	3263.99	3184.663	3263.718
FBtr0113386	FBgn0051092	3863.636	3976.99	3897.663	3976.718
FBtr0113388	FBgn0051092	3860.636	3973.99	3894.663	3973.718
FBtr0084927	FBgn0051092	3755.636	3868.99	3789.663	3868.718
FBtr0347335	FBgn0267771	339.587	451.918	371.76	451.751
FBtr0301466	FBgn0066101	3220.636	3333.99	3254.663	3333.718
FBtr0113480	FBgn0066101	3043.636	3156.99	3077.663	3156.718
FBtr0335238	FBgn0066101	3214.636	3327.99	3248.663	3327.718
FBtr0301470	FBgn0066101	3766.636	3879.99	3800.663	3879.718
FBtr0301471	FBgn0066101	3472.636	3585.99	3506.663	3585.718
FBtr0301467	FBgn0066101	3649.636	3762.99	3683.663	3762.718
FBtr0301469	FBgn0066101	3526.636	3639.99	3560.663	3639.718
FBtr0335235	FBgn0066101	3466.636	3579.99	3500.663	3579.718
FBtr0335237	FBgn0066101	2960.636	3073.99	2994.663	3073.718
FBtr0335236	FBgn0066101	5686.636	5799.99	5720.663	5799.718
FBtr0084924	FBgn0039366	740.636	853.99	774.663	853.718
FBtr0344619	FBgn0039366	1632.636	1745.99	1666.663	1745.718
FBtr0290204	FBgn0039367	1632.636	1745.99	1666.663	1745.718
FBtr0302177	FBgn0039368	549.702	663.028	583.696	662.77
FBtr0337040	FBgn0039368	555.701	669.028	589.696	668.769
FBtr0084922	FBgn0039368	624.688	738.001	658.671	737.75
FBtr0084921	FBgn0039369	597.688	711.001	631.686	710.75
FBtr0084920	FBgn0039370	712.636	825.99	746.663	825.718
FBtr0346108	FBgn0039371	644.667	758	678.671	757.75
FBtr0084919	FBgn0039371	439.882	553.316	473.701	553.06
FBtr0084918	FBgn0051380	1009.636	1122.99	1043.663	1122.718
FBtr0084917	FBgn0051093	265.357	375.151	294.113	375.439
FBtr0309990	FBgn0263622	418.093	531.392	451.705	531.167
FBtr0309989	FBgn0263623	379.611	492.533	412.715	492.542
FBtr0309988	FBgn0263624	113.928	161.597	105.02	163.454
FBtr0309987	FBgn0263625	105.953	147.491	97.081	149.34
FBtr0332549	FBgn0264429	605.688	719.001	639.672	718.75
FBtr0110770	FBgn0250831	126.74	186.036	121.066	187.956
FBtr0346369	FBgn0267212	313.39	425.286	344.861	425.332
FBtr0301962	FBgn0039373	320.161	432.212	351.809	432.232
FBtr0084902	FBgn0039373	356.138	468.754	388.731	468.675
FBtr0301963	FBgn0011273	898.636	1011.99	932.663	1011.718
FBtr0084903	FBgn0039374	898.636	1011.99	932.663	1011.718
FBtr0084904	FBgn0011273	275.449	385.974	305.013	386.22
FBtr0084905	FBgn0039376	715.636	828.99	749.663	828.718
FBtr0343921	FBgn0266254	1123.636	1236.99	1157.663	1236.718
FBtr0339163	FBgn0011670	123.944	180.729	117.426	182.736
FBtr0301941	FBgn0261061	26.296	28.253	26.01	28.514
FBtr0084915	FBgn0011669	38.799	42.325	38.349	43.353
FBtr0084914	FBgn0011668	99.652	135.888	91.219	137.736
FBtr0300129	FBgn0039378	1194.636	1307.99	1228.663	1307.718
FBtr0346370	FBgn0267213	165.81	256.283	176.814	257.325
FBtr0346371	FBgn0267214	318.237	430.222	349.833	430.267
FBtr0346372	FBgn0267215	88.909	116.462	81.58	117.908
FBtr0346374	FBgn0267216	134.527	200.222	131.606	202.115
FBtr0346373	FBgn0267217	114.365	162.449	105.518	164.307
FBtr0084913	FBgn0040602	487.777	601.184	521.697	600.836
FBtr0084907	FBgn0039379	1568.636	1681.99	1602.663	1681.718
FBtr0339158	FBgn0039380	1107.636	1220.99	1141.663	1220.718
FBtr0339159	FBgn0039380	4323.636	4436.99	4357.663	4436.718
FBtr0084908	FBgn0039380	625.688	739.001	659.671	738.75
FBtr0330164	FBgn0027865	3017.636	3130.99	3051.663	3130.718
FBtr0084912	FBgn0027865	2383.636	2496.99	2417.663	2496.718
FBtr0330163	FBgn0027865	2383.636	2496.99	2417.663	2496.718
FBtr0084910	FBgn0039381	1775.636	1888.99	1809.663	1888.718
FBtr0300820	FBgn0039381	2096.636	2209.99	2130.663	2209.718
FBtr0344118	FBgn0039381	2235.636	2348.99	2269.663	2348.718
FBtr0084909	FBgn0039381	2240.636	2353.99	2274.663	2353.718
FBtr0300819	FBgn0039381	2456.636	2569.99	2490.663	2569.718
FBtr0084911	FBgn0039381	1838.636	1951.99	1872.663	1951.718
FBtr0339162	FBgn0028717	2625.636	2738.99	2659.663	2738.718
FBtr0084936	FBgn0028717	2592.636	2705.99	2626.663	2705.718
FBtr0339161	FBgn0028717	2835.636	2948.99	2869.663	2948.718
FBtr0339160	FBgn0028717	2802.636	2915.99	2836.663	2915.718
FBtr0084937	FBgn0028717	2787.636	2900.99	2821.663	2900.718
FBtr0084935	FBgn0028717	2961.636	3074.99	2995.663	3074.718
FBtr0084938	FBgn0039385	1206.636	1319.99	1240.663	1319.718
FBtr0309040	FBgn0039386	622.688	736.001	656.671	735.75
FBtr0084939	FBgn0039386	625.688	739.001	659.671	738.75
FBtr0084940	FBgn0039387	1876.636	1989.99	1910.663	1989.718
FBtr0344119	FBgn0051091	1823.636	1936.99	1857.663	1936.718
FBtr0309041	FBgn0051091	1171.636	1284.99	1205.663	1284.718
FBtr0084942	FBgn0051089	1082.636	1195.99	1116.663	1195.718
FBtr0306322	FBgn0262904	1071.636	1184.99	1105.663	1184.718
FBtr0306321	FBgn0262904	572.692	686.008	606.696	685.764
FBtr0290141	FBgn0250757	2235.636	2348.99	2269.663	2348.718
FBtr0290140	FBgn0250757	2033.636	2146.99	2067.663	2146.718
FBtr0290137	FBgn0250757	2002.636	2115.99	2036.663	2115.718
FBtr0290139	FBgn0250757	2063.636	2176.99	2097.663	2176.718
FBtr0290138	FBgn0250757	2174.636	2287.99	2208.663	2287.718
FBtr0084984	FBgn0039395	1169.636	1282.99	1203.663	1282.718
FBtr0304043	FBgn0039396	2660.636	2773.99	2694.663	2773.718
FBtr0308933	FBgn0054024	220.747	326.438	244.981	327.298
FBtr0084948	FBgn0039398	1958.636	2071.99	1992.663	2071.718
FBtr0084949	FBgn0000206	2687.636	2800.99	2721.663	2800.718
FBtr0334898	FBgn0259146	5521.636	5634.99	5555.663	5634.718
FBtr0084952	FBgn0015269	8567.636	8680.99	8601.663	8680.718
FBtr0084953	FBgn0015269	8566.636	8679.99	8600.663	8679.718
FBtr0330182	FBgn0015269	9411.636	9524.99	9445.663	9524.718
FBtr0330183	FBgn0015269	9321.636	9434.99	9355.663	9434.718
FBtr0100113	FBgn0015269	9411.636	9524.99	9445.663	9524.718
FBtr0305046	FBgn0262576	571.692	685.008	605.696	684.768
FBtr0084954	FBgn0002734	687.636	800.99	721.663	800.718
FBtr0084955	FBgn0002735	585.688	699.003	619.696	698.75
FBtr0344309	FBgn0266397	170.558	263.736	183.581	264.792
FBtr0344310	FBgn0266398	136.627	203.872	134.263	205.679
FBtr0084982	FBgn0002733	652.666	765.997	686.671	765.75
FBtr0344312	FBgn0266399	253.475	362.383	281.264	362.822
FBtr0084956	FBgn0002732	352.225	464.793	384.743	464.689
FBtr0084957	FBgn0002578	346.394	458.843	378.753	458.711
FBtr0310083	FBgn0002578	1379.636	1492.99	1413.663	1492.718
FBtr0344311	FBgn0266400	646.667	759.997	680.671	759.75
FBtr0084981	FBgn0002592	631.687	745.001	665.671	744.75
FBtr0310085	FBgn0263652	957.636	1070.99	991.663	1070.718
FBtr0310084	FBgn0263653	277.297	387.927	306.998	388.196
FBtr0084958	FBgn0002609	979.636	1092.99	1013.663	1092.718
FBtr0084980	FBgn0002629	433.927	547.33	467.701	547.108
FBtr0084979	FBgn0002631	556.701	670.028	590.696	669.769
FBtr0084959	FBgn0002632	811.636	924.99	845.663	924.718
FBtr0084960	FBgn0002633	656.665	769.997	690.671	769.75
FBtr0084961	FBgn0000591	443.871	557.299	477.701	557.056
FBtr0084962	FBgn0001139	2643.636	2756.99	2677.663	2756.718
FBtr0084966	FBgn0001139	2676.636	2789.99	2710.663	2789.718
FBtr0302952	FBgn0001139	2670.636	2783.99	2704.663	2783.718
FBtr0337057	FBgn0001139	3592.636	3705.99	3626.663	3705.718
FBtr0339900	FBgn0001139	3649.636	3762.99	3683.663	3762.718
FBtr0305047	FBgn0001139	3625.636	3738.99	3659.663	3738.718
FBtr0084964	FBgn0001139	2582.636	2695.99	2616.663	2695.718
FBtr0084963	FBgn0001139	2662.636	2775.99	2696.663	2775.718
FBtr0302951	FBgn0001139	2649.636	2762.99	2683.663	2762.718
FBtr0084965	FBgn0001139	2561.636	2674.99	2595.663	2674.718
FBtr0084977	FBgn0266668	1917.636	2030.99	1951.663	2030.718
FBtr0084978	FBgn0266668	1920.636	2033.99	1954.663	2033.718
FBtr0084967	FBgn0039402	922.636	1035.99	956.663	1035.718
FBtr0084976	FBgn0028833	876.636	989.99	910.663	989.718
FBtr0084975	FBgn0039403	447.847	561.27	481.701	561.028
FBtr0084968	FBgn0039404	333.724	445.956	365.77	445.87
FBtr0084974	FBgn0039405	488.777	602.183	522.697	601.836
FBtr0300624	FBgn0260224	488.777	602.183	522.697	601.836
FBtr0084973	FBgn0039406	298.95	410.509	329.908	410.536
FBtr0084972	FBgn0039406	284.711	395.781	314.947	395.968
FBtr0302369	FBgn0039406	281.93	392.824	311.966	393.068
FBtr0084969	FBgn0039407	743.636	856.99	777.663	856.718
