Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0038645	CG7714	3R	-	18725399	18726434	0.0	0.0	0.0
FBgn0004171	Mst98Cb	3R	+	28292798	28293863	0.0	0.0	0.0
FBgn0039424	ppk15	3R	-	26401909	26403656	0.0	0.0	0.0
FBgn0019936	RpS20	3R	+	20822181	20823356	0.0	0.0	0.0
FBgn0039217	CG13627	3R	+	24712780	24717430	0.0	0.0	0.0
FBgn0038268	CG3631	3R	+	14879457	14882631	0.0	0.0	0.0
FBgn0051109	CG31109	3R	-	25053369	25054653	0.0	0.0	0.0
FBgn0038694	CG5217	3R	-	19247052	19248136	0.0	0.0	0.0
FBgn0264900	CR44091	3R	-	31680596	31681019	0.0	0.0	0.0
FBgn0039697	CG7834	3R	-	29801599	29802945	0.0	0.0	0.0
FBgn0051248	CG31248	3R	+	7129320	7130908	0.0	0.0	0.0
FBgn0037234	CG9795	3R	+	4319683	4326379	0.0	0.0	0.0
FBgn0024321	NK7.1	3R	-	14329413	14372951	0.0	0.0	0.0
FBgn0051202	CG31202	3R	-	29928701	29930386	0.0	0.0	0.0
FBgn0263521	mir-4969	3R	-	21798514	21798671	0.0	0.0	0.0
FBgn0011290	Taf12	3R	-	11678386	11679690	0.0	0.0	0.0
FBgn0038295	Gyc88E	3R	+	15150375	15191242	0.0	0.0	0.0
FBgn0261238	Alh	3R	-	7094596	7124185	0.0	0.0	0.0
FBgn0037986	CG14736	3R	+	12040528	12043453	0.0	0.0	0.0
FBgn0038451	CG14893	3R	+	16620778	16622702	0.0	0.0	0.0
FBgn0051391	CG31391	3R	-	10703372	10705075	0.0	0.0	0.0
FBgn0039428	CG14237	3R	+	26456877	26457242	0.0	0.0	0.0
FBgn0000147	aurA	3R	+	11963124	11964826	0.0	0.0	0.0
FBgn0051070	tRNA:CR31070	3R	-	26947512	26947583	0.0	0.0	0.0
FBgn0038401	CG5916	3R	+	16147029	16149636	0.0	0.0	0.0
FBgn0264694	mgr	3R	-	11408792	11409875	0.0	0.0	0.0
FBgn0051573	tRNA:CR31573	3R	+	17631679	17631750	0.0	0.0	0.0
FBgn0037340	CG14671	3R	-	5563977	5564815	0.0	0.0	0.0
FBgn0039859	CG11539	3R	-	31615284	31616160	0.0	0.0	0.0
FBgn0039252	CG11771	3R	+	24932010	24934919	0.0	0.0	0.0
FBgn0042106	CG18754	3R	+	23684057	23686537	0.0	0.0	0.0
FBgn0001281	janB	3R	-	30037984	30038728	0.0	0.0	0.0
FBgn0038486	CG5265	3R	+	17138999	17141168	0.0	0.0	0.0
FBgn0038018	Tim17a1	3R	-	12363667	12364680	0.0	0.0	0.0
FBgn0011965	tRNA:R:83AB	3R	+	5388228	5388300	0.0	0.0	0.0
FBgn0037779	CG12811	3R	-	10047252	10048797	0.0	0.0	0.0
FBgn0013276	Hsp70Ab	3R	+	11958535	11960909	0.0	0.0	0.0
FBgn0028374	Hug	3R	+	12526188	12529076	0.0	0.0	0.0
FBgn0002354	l(3)87Df	3R	+	13030913	13031598	0.0	0.0	0.0
FBgn0020018	Ppox	3R	-	24660197	24661851	0.0	0.0	0.0
FBgn0263118	tx	3R	+	26440778	26448991	0.0	0.0	0.0
FBgn0039280	Mocs2	3R	-	25125632	25127359	0.0	0.0	0.0
FBgn0051036	CG31036	3R	+	29908107	29912892	0.0	0.0	0.0
FBgn0266411	sima	3R	+	30058311	30121798	0.0	0.0	0.0
FBgn0051249	CG31249	3R	-	17685689	17687071	0.0	0.0	0.0
FBgn0038360	CG9590	3R	+	15786703	15788339	0.0	0.0	0.0
FBgn0038679	CG6040	3R	+	19096961	19131929	0.0	0.0	0.0
FBgn0038078	CG14391	3R	-	12694229	12694842	0.0	0.0	0.0
FBgn0024222	ird5	3R	-	16046347	16049421	0.0	0.0	0.0
FBgn0053341	CG33341	3R	+	24368358	24369419	0.0	0.0	0.0
FBgn0010399	Nmdar1	3R	-	5508842	5523328	0.0	0.0	0.0
FBgn0264991	CG44142	3R	-	13312855	13313188	0.0	0.0	0.0
FBgn0040227	eIF-3p66	3R	+	23680039	23682317	0.0	0.0	0.0
FBgn0263477	scaRNA:PsiU1-6	3R	+	9713607	9713765	0.0	0.0	0.0
FBgn0262462	mir-iab-4	3R	+	16856275	16856342	0.0	0.0	0.0
FBgn0038959	CG13856	3R	+	22402655	22405059	0.0	0.0	0.0
FBgn0002592	E(spl)m2-BFM	3R	-	26016514	26017470	0.0	0.0	0.0
FBgn0039451	CG6420	3R	-	26719847	26725216	0.0	0.0	0.0
FBgn0051100	CG31100	3R	-	8995229	9003650	0.0	0.0	0.0
FBgn0011582	Dop1R1	3R	-	14165379	14214810	0.0	0.0	0.0
FBgn0264904	CR44095	3R	+	14568962	14569871	0.0	0.0	0.0
FBgn0262286	mir-1001	3R	-	27642466	27642555	0.0	0.0	0.0
FBgn0039172	Spase22-23	3R	-	24228342	24230035	0.0	0.0	0.0
FBgn0039183	Dis3	3R	+	24333433	24337248	0.0	0.0	0.0
FBgn0037870	CG18577	3R	+	11196092	11197285	0.0	0.0	0.0
FBgn0015568	alpha-Est1	3R	-	7545733	7549124	0.0	0.0	0.0
FBgn0265062	CR44173	3R	-	19278775	19279728	0.0	0.0	0.0
FBgn0265382	CR44323	3R	-	23399239	23399778	0.0	0.0	0.0
FBgn0039538	CG12883	3R	+	27679291	27680336	0.0	0.0	0.0
FBgn0039296	CG10420	3R	-	25233636	25235529	0.0	0.0	0.0
FBgn0051161	CG31161	3R	+	22616511	22618300	0.0	0.0	0.0
FBgn0037360	CG2182	3R	-	5656236	5659912	0.0	0.0	0.0
FBgn0261453	scaRNA:MeU2-C41	3R	+	7921952	7922073	0.0	0.0	0.0
FBgn0038145	Droj2	3R	+	13382106	13385283	0.0	0.0	0.0
FBgn0039561	mfrn	3R	-	27942796	27948021	0.0	0.0	0.0
FBgn0037899	RpL24-like	3R	-	11430740	11431582	0.0	0.0	0.0
FBgn0038976	CG7048	3R	+	22487039	22488110	0.0	0.0	0.0
FBgn0037955	CG6950	3R	-	11820381	11822493	0.0	0.0	0.0
FBgn0262974	CR43285	3R	-	23825352	23825907	0.0	0.0	0.0
FBgn0004510	Ets97D	3R	-	26910775	26912886	0.0	0.0	0.0
FBgn0038405	CG8927	3R	+	16181020	16186235	0.0	0.0	0.0
FBgn0051445	CG31445	3R	-	29240580	29244827	0.0	0.0	0.0
FBgn0259244	CG42342	3R	+	16502770	16571363	0.0	0.0	0.0
FBgn0039114	Lsd-1	3R	+	23763857	23766662	0.0	0.0	0.0
FBgn0014022	Rlb1	3R	+	9513327	9514827	0.0	0.0	0.0
FBgn0012003	tRNA:V3b:92Ba	3R	-	19672277	19672349	0.0	0.0	0.0
FBgn0041186	Slbp	3R	-	29152074	29153266	0.0	0.0	0.0
FBgn0051029	CG31029	3R	-	30129279	30132395	0.0	0.0	0.0
FBgn0027544	CG2217	3R	-	30418767	30422971	0.0	0.0	0.0
FBgn0039795	Spn100A	3R	+	30690642	30692768	0.0	0.0	0.0
FBgn0051467	CG31467	3R	-	10705170	10706863	0.0	0.0	0.0
FBgn0039089	beat-IV	3R	+	23557412	23580077	0.0	0.0	0.0
FBgn0267570	CR45910	3R	-	25586442	25589179	0.0	0.0	0.0
FBgn0027508	Tnks	3R	-	25653091	25661286	0.0	0.0	0.0
FBgn0039629	CG11842	3R	+	29052680	29053913	0.0	0.0	0.0
FBgn0085308	CG34279	3R	-	17402362	17403288	0.0	0.0	0.0
FBgn0003134	Pp1alpha-96A	3R	+	24518270	24522331	0.0	0.0	0.0
FBgn0039266	CG11791	3R	+	25049616	25053074	0.0	0.0	0.0
FBgn0003885	alphaTub84D	3R	+	7530753	7532732	0.0	0.0	0.0
FBgn0038528	CG14326	3R	+	17619100	17619688	0.0	0.0	0.0
FBgn0039199	CG13615	3R	+	24390592	24391870	0.0	0.0	0.0
FBgn0038876	CG5919	3R	+	21270126	21271408	0.0	0.0	0.0
FBgn0266733	CR45206	3R	-	15774076	15774715	0.0	0.0	0.0
FBgn0267399	CR45761	3R	+	5890842	5891926	0.0	0.0	0.0
FBgn0037402	Vha14-2	3R	+	6122592	6124405	0.0	0.0	0.0
FBgn0263047	CG43342	3R	+	22381340	22382147	0.0	0.0	0.0
FBgn0264789	CR44019	3R	+	5250913	5252132	0.0	0.0	0.0
FBgn0004878	cas	3R	-	5712975	5716805	0.0	0.0	0.0
FBgn0037874	Tctp	3R	+	11210247	11211898	0.0	0.0	0.0
FBgn0039028	CG13840	3R	-	22814483	22816178	0.0	0.0	0.0
FBgn0038381	CG3303	3R	+	15908398	15910367	0.0	0.0	0.0
FBgn0260962	pic	3R	+	13052245	13056725	0.0	0.0	0.0
FBgn0002719	Men	3R	-	12713103	12722442	0.0	0.0	0.0
FBgn0037877	CG6689	3R	-	11217898	11220064	0.0	0.0	0.0
FBgn0037643	skap	3R	+	8938683	8943027	0.0	0.0	0.0
FBgn0011224	heph	3R	-	31846987	32015520	0.0	0.0	0.0
FBgn0038224	CG3321	3R	+	14326947	14327735	0.0	0.0	0.0
FBgn0038306	Art3	3R	-	15227605	15229408	0.0	0.0	0.0
FBgn0027494	RpS10a	3R	+	27652760	27653363	0.0	0.0	0.0
FBgn0038674	CG14285	3R	+	19025099	19026203	0.0	0.0	0.0
FBgn0043455	CG5986	3R	+	24047790	24049168	0.0	0.0	0.0
FBgn0267745	CR46076	3R	+	28140480	28141378	0.0	0.0	0.0
FBgn0261993	CG42811	3R	-	24366527	24367220	0.0	0.0	0.0
FBgn0027492	wdb	3R	-	27561675	27582241	0.0	0.0	0.0
FBgn0037958	CG6962	3R	-	11879702	11882534	0.0	0.0	0.0
FBgn0267564	CR45904	3R	+	6835869	6836358	0.0	0.0	0.0
FBgn0039811	CG15550	3R	-	30936589	30937102	0.0	0.0	0.0
FBgn0038789	Ir92a	3R	+	20338973	20343902	0.0	0.0	0.0
FBgn0037620	ranshi	3R	-	8728367	8729693	0.0	0.0	0.0
FBgn0037844	CG4570	3R	+	10856807	10858066	0.0	0.0	0.0
FBgn0038277	RpS5b	3R	-	14900432	14901563	0.0	0.0	0.0
FBgn0264788	CR44018	3R	+	10639279	10645773	0.0	0.0	0.0
FBgn0087012	5-HT2A	3R	+	4612870	4633304	0.0	0.0	0.0
FBgn0011715	Snr1	3R	+	5470926	5472754	0.0	0.0	0.0
FBgn0267661	CR45999	3R	+	4395549	4397548	0.0	0.0	0.0
FBgn0259736	CG42390	3R	+	22120061	22133367	0.0	0.0	0.0
FBgn0039240	CG3744	3R	-	24871202	24876654	0.0	0.0	0.0
FBgn0265253	CR44267	3R	+	24912995	24913685	0.0	0.0	0.0
FBgn0020278	loco	3R	-	22619968	22639387	0.0	0.0	0.0
FBgn0259705	CG42359	3R	-	19161259	19162300	0.0	0.0	0.0
FBgn0028690	Rpn5	3R	+	5789493	5791569	0.0	0.0	0.0
FBgn0012024	tRNA:Y1:85Aa	3R	-	8669081	8669174	0.0	0.0	0.0
FBgn0267205	CR45645	3R	-	21861377	21862080	0.0	0.0	0.0
FBgn0261452	scaRNA:MeU2-G25	3R	+	24237166	24237284	0.0	0.0	0.0
FBgn0039004	Nup133	3R	+	22690607	22694772	0.0	0.0	0.0
FBgn0037293	CG12007	3R	+	5128087	5129939	0.0	0.0	0.0
FBgn0037781	Fancl	3R	-	10051508	10052869	0.0	0.0	0.0
FBgn0037664	CG8420	3R	+	9246649	9251431	0.0	0.0	0.0
FBgn0037606	CG8032	3R	+	8664115	8667772	0.0	0.0	0.0
FBgn0040606	CG6503	3R	-	26424698	26425105	0.0	0.0	0.0
FBgn0039459	IntS12	3R	+	26863376	26864559	0.0	0.0	0.0
FBgn0041621	Or82a	3R	+	4256972	4258444	0.0	0.0	0.0
FBgn0267194	CR45634	3R	+	18360983	18361193	0.0	0.0	0.0
FBgn0038973	Pebp1	3R	+	22466034	22466679	0.0	0.0	0.0
FBgn0004575	Syn	3R	+	10190689	10222442	0.0	0.0	0.0
FBgn0037326	CG14669	3R	+	5414527	5458394	0.0	0.0	0.0
FBgn0040528	CG15864	3R	+	8248438	8250324	0.0	0.0	0.0
FBgn0038122	CG8138	3R	+	13181304	13182154	0.0	0.0	0.0
FBgn0262514	VhaPPA1-2	3R	-	14899606	14900277	0.0	0.0	0.0
FBgn0038481	CG17475	3R	-	17129339	17130426	0.0	0.0	0.0
FBgn0038422	CG14880	3R	-	16360329	16368306	0.0	0.0	0.0
FBgn0039638	dgt6	3R	-	29128584	29130972	0.0	0.0	0.0
FBgn0037492	CG10050	3R	+	7249795	7251750	0.0	0.0	0.0
FBgn0037431	CG17917	3R	+	6341968	6342873	0.0	0.0	0.0
FBgn0083984	CG34148	3R	-	21877870	21878686	0.0	0.0	0.0
FBgn0038692	CG3773	3R	+	19229463	19230832	0.0	0.0	0.0
FBgn0051098	CG31098	3R	-	25291370	25292977	0.0	0.0	0.0
FBgn0039093	CG10183	3R	-	23596561	23599034	0.0	0.0	0.0
FBgn0264429	CR43847	3R	-	25796591	25797778	0.0	0.0	0.0
FBgn0038734	CG11453	3R	+	19783522	19785519	0.0	0.0	0.0
FBgn0266412	CR45052	3R	-	31704781	31705498	0.0	0.0	0.0
FBgn0000083	AnxB9	3R	+	21065241	21070917	0.0	0.0	0.0
FBgn0039169	Spps	3R	-	24223445	24226934	0.0	0.0	0.0
FBgn0038301	CG6654	3R	-	15211277	15213658	0.0	0.0	0.0
FBgn0262028	CR42839	3R	-	16004321	16008073	0.0	0.0	0.0
FBgn0028436	ECSIT	3R	+	5856585	5857914	0.0	0.0	0.0
FBgn0051424	Ir94b	3R	-	22115471	22117249	0.0	0.0	0.0
FBgn0038804	CG10877	3R	-	20562486	20564067	0.0	0.0	0.0
FBgn0262149	CR42875	3R	+	7128087	7129067	0.0	0.0	0.0
FBgn0262717	Skeletor	3R	+	10686943	10696270	0.0	0.0	0.0
FBgn0037736	CG12950	3R	-	9734012	9739979	0.0	0.0	0.0
FBgn0010770	ppan	3R	+	21116254	21117899	0.0	0.0	0.0
FBgn0028647	CG11902	3R	+	25335257	25340088	0.0	0.0	0.0
FBgn0039651	CG14508	3R	-	29202660	29204133	0.0	0.0	0.0
FBgn0039778	Jon99Fi	3R	+	30488963	30489895	0.0	0.0	0.0
FBgn0010340	140up	3R	-	14124163	14125548	0.0	0.0	0.0
FBgn0267112	CR45552	3R	-	30528280	30531861	0.0	0.0	0.0
FBgn0011282	Obp84a	3R	-	7250725	7251957	0.0	0.0	0.0
FBgn0011739	wts	3R	-	30789625	30806619	0.0	0.0	0.0
FBgn0267692	CR46028	3R	-	15922929	15924187	0.0	0.0	0.0
FBgn0010042	GstD6	3R	+	12377128	12377907	0.0	0.0	0.0
FBgn0053107	CG33107	3R	-	22583352	22584718	0.0	0.0	0.0
FBgn0046222	CG1109	3R	+	5660635	5665169	0.0	0.0	0.0
FBgn0039319	CG13659	3R	+	25300891	25302317	0.0	0.0	0.0
FBgn0083039	snoRNA:Psi18S-301	3R	+	20574906	20575043	0.0	0.0	0.0
FBgn0043884	mask	3R	+	24230562	24250248	0.0	0.0	0.0
FBgn0267671	CR46007	3R	-	11033380	11034203	0.0	0.0	0.0
FBgn0262975	cnc	3R	-	23185580	23226711	0.0	0.0	0.0
FBgn0039092	CG16723	3R	-	23593625	23596273	0.0	0.0	0.0
FBgn0039471	CG6295	3R	-	27005899	27007055	0.0	0.0	0.0
FBgn0003308	ry	3R	+	13032528	13038020	0.0	0.0	0.0
FBgn0267106	CG45546	3R	+	29369338	29369777	0.0	0.0	0.0
FBgn0000150	awd	3R	-	31745172	31746077	0.0	0.0	0.0
FBgn0041225	Gr94a	3R	+	23051689	23052903	0.0	0.0	0.0
FBgn0267571	CR45911	3R	-	15417320	15420710	0.0	0.0	0.0
FBgn0038252	BigH1	3R	+	14663450	14664822	0.0	0.0	0.0
FBgn0037811	CG12592	3R	+	10338342	10340872	0.0	0.0	0.0
FBgn0038881	CG16791	3R	-	21318300	21349601	0.0	0.0	0.0
FBgn0265450	CR44350	3R	-	22823686	22827260	0.0	0.0	0.0
FBgn0002631	E(spl)m5-HLH	3R	-	26028854	26029735	0.0	0.0	0.0
FBgn0265169	CR44238	3R	-	17126984	17127862	0.0	0.0	0.0
FBgn0039592	CG14062	3R	-	28641585	28642891	0.0	0.0	0.0
FBgn0261291	CheA86a	3R	-	11144346	11145235	0.0	0.0	0.0
FBgn0063649	CG6006	3R	+	16154982	16171766	0.0	0.0	0.0
FBgn0053108	CG33108	3R	+	23995659	23997544	0.0	0.0	0.0
FBgn0266243	CR44938	3R	-	10385494	10387385	0.0	0.0	0.0
FBgn0039714	Zip99C	3R	-	29863701	29868895	0.0	0.0	0.0
FBgn0011476	l(3)neo43	3R	-	15277981	15278668	0.0	0.0	0.0
FBgn0040601	CG13643	3R	-	24897685	24906004	0.0	0.0	0.0
FBgn0051010	CG31010	3R	-	30704762	30706121	0.0	0.0	0.0
FBgn0267788	CR46119	3R	-	31570983	31571281	0.0	0.0	0.0
FBgn0027608	CG2082	3R	-	5758680	5781076	0.0	0.0	0.0
FBgn0039308	CG11889	3R	+	25270209	25273267	0.0	0.0	0.0
FBgn0038979	CG7046	3R	+	22492953	22493746	0.0	0.0	0.0
FBgn0267758	CR46089	3R	+	23052916	23057984	0.0	0.0	0.0
FBgn0266464	Nsf2	3R	-	13833497	13837991	0.0	0.0	0.0
FBgn0038385	CG4221	3R	+	15920898	15932887	0.0	0.0	0.0
FBgn0039071	CG4434	3R	-	23288217	23290189	0.0	0.0	0.0
FBgn0003357	Jon99Ciii	3R	+	29922216	29923455	0.0	0.0	0.0
FBgn0011701	repo	3R	+	18236192	18239602	0.0	0.0	0.0
FBgn0039154	Npc2f	3R	+	24137895	24140936	0.0	0.0	0.0
FBgn0260234	CG42508	3R	-	19914320	19915412	0.0	0.0	0.0
FBgn0039343	CG5111	3R	+	25506275	25508279	0.0	0.0	0.0
FBgn0039417	CG6073	3R	-	26187018	26188807	0.0	0.0	0.0
FBgn0039120	Nup98-96	3R	-	23774225	23781621	0.0	0.0	0.0
FBgn0262367	mir-13b-1	3R	-	15417408	15417475	0.0	0.0	0.0
FBgn0040609	CG3348	3R	-	27291535	27292209	0.0	0.0	0.0
FBgn0037304	CG1113	3R	+	5253153	5255403	0.0	0.0	0.0
FBgn0267131	CR45571	3R	+	30612028	30615478	0.0	0.0	0.0
FBgn0014863	Mlp84B	3R	-	7112850	7117732	0.0	0.0	0.0
FBgn0262587	CG43124	3R	-	28263871	28264773	0.0	0.0	0.0
FBgn0086057	snoRNA:Me28S-G2017	3R	+	11224308	11224400	0.0	0.0	0.0
FBgn0086052	snoRNA:Me18S-G423	3R	+	8075631	8075726	0.0	0.0	0.0
FBgn0040534	CG11985	3R	-	9014972	9015341	0.0	0.0	0.0
FBgn0004781	Ccp84Ac	3R	-	6695148	6696271	0.0	0.0	0.0
FBgn0051143	tRNA:CR31143	3R	-	23601333	23601455	0.0	0.0	0.0
FBgn0005777	PpD3	3R	+	9747875	9751094	0.0	0.0	0.0
FBgn0037369	CG2100	3R	-	5734698	5736355	0.0	0.0	0.0
FBgn0038359	CG5614	3R	+	15779805	15781092	0.0	0.0	0.0
FBgn0085316	CG34287	3R	+	5853332	5854282	0.0	0.0	0.0
FBgn0037996	CG4830	3R	-	12208159	12210360	0.0	0.0	0.0
FBgn0004387	Klp98A	3R	-	27547775	27559145	0.0	0.0	0.0
FBgn0038191	CG9925	3R	-	13960712	13964174	0.0	0.0	0.0
FBgn0038478	cal1	3R	+	17088280	17091938	0.0	0.0	0.0
FBgn0038806	CG5412	3R	+	20577053	20578131	0.0	0.0	0.0
FBgn0264907	CG44098	3R	-	4750409	4773197	0.0	0.0	0.0
FBgn0024909	Taf7	3R	+	7907333	7909721	0.0	0.0	0.0
FBgn0038929	CG13408	3R	+	22080382	22083473	0.0	0.0	0.0
FBgn0000064	Ald	3R	-	26254069	26261591	0.0	0.0	0.0
FBgn0037432	CG10298	3R	+	6343002	6343799	0.0	0.0	0.0
FBgn0267435	chp	3R	-	31204180	31210730	0.0	0.0	0.0
FBgn0265201	CG44261	3R	-	9407694	9408169	0.0	0.0	0.0
FBgn0051191	CG31191	3R	-	20909213	20945530	0.0	0.0	0.0
FBgn0039326	CG10562	3R	-	25321053	25322757	0.0	0.0	0.0
FBgn0052939	CG32939	3R	+	9693079	9694461	0.0	0.0	0.0
FBgn0051497	tRNA:CR31497	3R	-	16424987	16425060	0.0	0.0	0.0
FBgn0037435	CG18048	3R	+	6346111	6347519	0.0	0.0	0.0
FBgn0038161	CG9269	3R	+	13615917	13616492	0.0	0.0	0.0
FBgn0053100	4EHP	3R	-	24063077	24108960	0.0	0.0	0.0
FBgn0051472	sgll	3R	+	7810532	7811912	0.0	0.0	0.0
FBgn0051441	CG31441	3R	+	11236286	11237624	0.0	0.0	0.0
FBgn0010438	mtSSB	3R	-	16204194	16205250	0.0	0.0	0.0
FBgn0027562	CG10345	3R	-	16597073	16604861	0.0	0.0	0.0
FBgn0039511	CG3330	3R	-	27329693	27330882	0.0	0.0	0.0
FBgn0038621	CG10864	3R	-	18410080	18411631	0.0	0.0	0.0
FBgn0003330	Sce	3R	-	27680431	27682029	0.0	0.0	0.0
FBgn0262899	CG43254	3R	-	7738965	7739563	0.0	0.0	0.0
FBgn0267376	SelR	3R	-	10863355	10868642	0.0	0.0	0.0
FBgn0267649	pre-mod(mdg4)-H	3R	-	21354445	21359768	0.0	0.0	0.0
FBgn0037516	CG11286	3R	-	7770860	7771756	0.0	0.0	0.0
FBgn0051475	CG31475	3R	+	19180659	19201096	0.0	0.0	0.0
FBgn0037817	Cyp12e1	3R	+	10434789	10436704	0.0	0.0	0.0
FBgn0051501	nxf4	3R	+	7346730	7347836	0.0	0.0	0.0
FBgn0038890	CG7956	3R	+	21520928	21528598	0.0	0.0	0.0
FBgn0264740	CG43998	3R	-	23927728	23929000	0.0	0.0	0.0
FBgn0038006	Cyp313a2	3R	-	12234980	12236904	0.0	0.0	0.0
FBgn0039469	TwdlC	3R	+	26994832	26996442	0.0	0.0	0.0
FBgn0085325	CG34296	3R	+	29722538	29723013	0.0	0.0	0.0
FBgn0028670	Vha100-2	3R	-	18390323	18399169	0.0	0.0	0.0
FBgn0039883	RhoGAP100F	3R	+	31812609	31846570	0.0	0.0	0.0
FBgn0026164	tRNA:K5:84ABb	3R	+	6821789	6821861	0.0	0.0	0.0
FBgn0045862	btz	3R	+	27700361	27703445	0.0	0.0	0.0
FBgn0067628	CG33331	3R	+	14886456	14887739	0.0	0.0	0.0
FBgn0051118	RabX4	3R	-	24826665	24828409	0.0	0.0	0.0
FBgn0029176	Ef1gamma	3R	+	29220172	29222109	0.0	0.0	0.0
FBgn0051561	Osi16	3R	+	6305247	6306366	0.0	0.0	0.0
FBgn0054024	CR34024	3R	+	25931401	25932016	0.0	0.0	0.0
FBgn0038742	Arc42	3R	+	19877737	19879309	0.0	0.0	0.0
FBgn0000591	E(spl)m8-HLH	3R	+	26040240	26041008	0.0	0.0	0.0
FBgn0038088	CG10126	3R	-	12855544	12859246	0.0	0.0	0.0
FBgn0051084	CR31084	3R	+	26425354	26428400	0.0	0.0	0.0
FBgn0039489	CG5880	3R	+	27116745	27118532	0.0	0.0	0.0
FBgn0013767	Crz	3R	+	14314854	14315716	0.0	0.0	0.0
FBgn0037723	SpdS	3R	+	9631641	9633673	0.0	0.0	0.0
FBgn0262009	CG42827	3R	+	23372924	23373600	0.0	0.0	0.0
FBgn0039637	CG11880	3R	+	29123370	29128247	0.0	0.0	0.0
FBgn0003525	stg	3R	-	29251826	29255800	0.0	0.0	0.0
FBgn0085306	CG34277	3R	+	5369540	5371744	0.0	0.0	0.0
FBgn0011966	tRNA:R:85Ca	3R	+	8861880	8861952	0.0	0.0	0.0
FBgn0051525	CG31525	3R	+	4427030	4428200	0.0	0.0	0.0
FBgn0037753	CG12947	3R	+	9780064	9783054	0.0	0.0	0.0
FBgn0037675	HP1e	3R	+	9321770	9322361	0.0	0.0	0.0
FBgn0038435	Gyc-89Da	3R	+	16472601	16475477	0.0	0.0	0.0
FBgn0051465	CG31465	3R	+	21880810	21883990	0.0	0.0	0.0
FBgn0039520	Gr98a	3R	+	27487927	27489968	0.0	0.0	0.0
FBgn0003356	Jon99Cii	3R	-	29923754	29924615	0.0	0.0	0.0
FBgn0264897	CG44088	3R	-	4774516	4775053	0.0	0.0	0.0
FBgn0039223	CG5805	3R	-	24784552	24787421	0.0	0.0	0.0
FBgn0266564	CR45103	3R	+	18157693	18158297	0.0	0.0	0.0
FBgn0265314	CR44287	3R	+	27318328	27319246	0.0	0.0	0.0
FBgn0267133	CR45573	3R	-	31519878	31523278	0.0	0.0	0.0
FBgn0010772	Xe7	3R	-	5665139	5669334	0.0	0.0	0.0
FBgn0004903	Rb97D	3R	-	26872129	26875742	0.0	0.0	0.0
FBgn0040588	CG13841	3R	-	22766732	22767699	0.0	0.0	0.0
FBgn0266749	CR45222	3R	+	17638778	17639627	0.0	0.0	0.0
FBgn0267755	CR46086	3R	-	27503393	27504101	0.0	0.0	0.0
FBgn0039180	CG5715	3R	-	24293366	24294399	0.0	0.0	0.0
FBgn0039346	CG5079	3R	+	25613666	25614451	0.0	0.0	0.0
FBgn0039597	CG9997	3R	-	28755484	28756979	0.0	0.0	0.0
FBgn0016123	Aph-4	3R	+	31048929	31052540	0.0	0.0	0.0
FBgn0038320	Sra-1	3R	+	15333266	15338365	0.0	0.0	0.0
FBgn0039479	CG14257	3R	+	27075870	27082818	0.0	0.0	0.0
FBgn0037363	Atg17	3R	+	5669713	5679930	0.0	0.0	0.0
FBgn0038649	CG7718	3R	-	18744063	18746041	0.0	0.0	0.0
FBgn0003567	su(Hw)	3R	-	14304455	14308589	0.0	0.0	0.0
FBgn0037446	Zif	3R	+	6457088	6458822	0.0	0.0	0.0
FBgn0053340	CG33340	3R	+	24363138	24364289	0.0	0.0	0.0
FBgn0039408	CG14551	3R	-	26061268	26063011	0.0	0.0	0.0
FBgn0041105	nerfin-2	3R	+	10071117	10073761	0.0	0.0	0.0
FBgn0266409	CG45049	3R	+	22726967	22732362	0.0	0.0	0.0
FBgn0039283	danr	3R	+	25138072	25139903	0.0	0.0	0.0
FBgn0039304	CG10425	3R	-	25260963	25262498	0.0	0.0	0.0
FBgn0011959	tRNA:R2:84Fa	3R	-	8140970	8141042	0.0	0.0	0.0
FBgn0267136	CR45576	3R	-	10488323	10490216	0.0	0.0	0.0
FBgn0003482	spn-D	3R	+	27165716	27167122	0.0	0.0	0.0
FBgn0023023	CRMP	3R	+	5571108	5579189	0.0	0.0	0.0
FBgn0038531	CG14325	3R	+	17627127	17629012	0.0	0.0	0.0
FBgn0039033	Or94a	3R	+	22987281	22988503	0.0	0.0	0.0
FBgn0267240	CR45680	3R	-	13617750	13618559	0.0	0.0	0.0
FBgn0051077	CG31077	3R	+	26999752	27002961	0.0	0.0	0.0
FBgn0037782	Npc2d	3R	-	10055356	10056083	0.0	0.0	0.0
FBgn0038309	CG6499	3R	-	15247163	15249137	0.0	0.0	0.0
FBgn0267775	CR46106	3R	-	28427094	28427990	0.0	0.0	0.0
FBgn0263623	CR43632	3R	-	25792600	25793303	0.0	0.0	0.0
FBgn0038859	Obp93a	3R	-	21128950	21129717	0.0	0.0	0.0
FBgn0037672	sage	3R	-	9262654	9264142	0.0	0.0	0.0
FBgn0037912	sea	3R	-	11559896	11567054	0.0	0.0	0.0
FBgn0264840	CR44048	3R	-	20878405	20879384	0.0	0.0	0.0
FBgn0038055	trus	3R	+	12456573	12458444	0.0	0.0	0.0
FBgn0038420	CG10311	3R	-	16350786	16357015	0.0	0.0	0.0
FBgn0015781	P5cr	3R	+	19028931	19030159	0.0	0.0	0.0
